City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,total_emission
Amaravati,15-09-2018,31.64,69.39,2.6,18.65,11.86,24.14,0.66,9.58,39.56,0.06,0.07,0.1,75,Satisfactory,208.31
Amaravati,21-09-2018,35.02,71.42,2.84,21.04,13.5,19.86,0.74,6.28,41.37,0.02,0.03,0.1,80,Satisfactory,212.22
Amaravati,22-09-2018,24.29,50.33,3.45,13.45,10.13,18.22,0.97,14.1,47.86,0.03,0.07,0.1,81,Satisfactory,183
Amaravati,25-09-2018,26.13,60.44,8.3,22.94,19.06,19.43,0.82,27,30.84,0.03,7.96,12.4,59,Satisfactory,235.35
Amaravati,26-09-2018,24.08,45.81,8.17,27.49,21.37,18.56,0.84,13.47,27.49,0.03,0.07,0.12,62,Satisfactory,187.5
Amaravati,05-10-2018,25.88,56.44,6.94,17.79,15.2,15.01,0.84,12.41,27.48,0.04,0.21,0.1,56,Satisfactory,178.34
Amaravati,06-10-2018,49.7,109.35,8.38,25.91,20.65,17.96,0.76,14.31,46.63,0.05,0.16,0.1,80,Satisfactory,293.96
Amaravati,09-10-2018,65.16,184.84,22.45,52.69,46.28,18.53,1.07,25.5,37.46,0.08,0.14,0.1,142,Moderate,454.3
Amaravati,10-10-2018,52.88,172.08,5.52,26.45,18.96,21.36,0.81,31.74,57.33,0.04,0.05,0.1,154,Moderate,387.32
Amaravati,12-10-2018,40.99,122.69,4.32,29.54,19.32,17.01,0.6,24.37,44.5,0.06,0.08,0.1,130,Moderate,303.58
Amaravati,14-10-2018,39.22,102.6,4.9,24.58,17.06,22.01,0.95,10.6,25.73,0,0.06,0.1,113,Moderate,247.81
Amaravati,15-10-2018,36.86,76.61,8.26,27.36,21.36,20.86,1.09,9.33,21.11,0.02,0.12,0.14,91,Satisfactory,223.12
Amaravati,16-10-2018,34.41,72.03,10.35,25.38,22,19.19,1.07,10.8,21.99,0.02,0.19,0.28,77,Satisfactory,217.71
Amaravati,26-10-2018,56.53,128.8,9.84,36.38,27.43,16.01,1.18,13.43,41.17,0.08,0.15,0.1,122,Moderate,331.1
Amaravati,27-10-2018,69.42,167.05,1.79,45.82,25.35,14.06,1.35,23.42,39,0.07,0.38,0.14,133,Moderate,387.85
Amaravati,28-10-2018,53.53,119.1,1.52,38.23,21.54,13.73,0.88,15.52,37.22,0.07,0.28,0.14,133,Moderate,301.76
Amaravati,29-10-2018,48.33,115.41,1.38,36.77,20.23,15.37,1.16,28.74,37.42,0.08,0.22,0.1,118,Moderate,305.21
Amaravati,30-10-2018,58.65,125.68,1.23,36.24,20.27,14.82,1.26,14.54,31.09,0.07,0.13,0.13,118,Moderate,304.11
Amaravati,05-11-2018,21.58,68.71,20.4,39.44,37.67,3.41,0.73,10.43,19.42,0,0.07,0.1,61,Satisfactory,221.96
Amaravati,06-11-2018,23.22,64.84,20.42,39.56,37.74,2.15,0.89,10.33,21.33,0.01,0.11,0.1,86,Satisfactory,220.7
Amaravati,09-11-2018,51.51,111.28,20.08,57.93,47.24,2.03,1.07,12.3,26.53,0.04,0.11,0.1,105,Moderate,330.22
Amaravati,10-11-2018,56.85,115.5,16.11,62.91,46.64,2.73,0.82,18.89,27.44,0.03,0.09,0.1,106,Moderate,348.11
Amaravati,11-11-2018,68.25,129.41,15.11,65,46.85,3.53,1.22,25.14,30.3,0.08,0.29,0.1,120,Moderate,385.28
Amaravati,12-11-2018,84.48,164.24,14.25,80.74,54.62,3.19,1.21,30.44,33.39,0.1,0.39,0.25,156,Moderate,467.3
Amaravati,13-11-2018,77.38,173.47,22.55,75.54,58.58,4.88,1.15,30.69,35.94,0.09,0.29,0.16,182,Moderate,480.72
Amaravati,14-11-2018,71.23,160.66,15.11,89.44,59.86,3.45,1.48,38.91,32.4,0.12,0.56,0.2,144,Moderate,473.42
Amaravati,18-11-2018,19.48,46.57,14.56,35.92,30.95,10.76,0.84,7.49,15.47,0.01,0.07,0.1,56,Satisfactory,182.22
Amaravati,26-11-2018,85.11,183.15,9.11,97.16,59.17,3.61,1.28,17.17,37.99,0.1,0.23,0.11,189,Moderate,494.19
Amaravati,27-11-2018,93.95,190.73,19.47,105.22,71.79,3.81,1.81,20.78,39.9,0.11,0.3,0.15,190,Moderate,548.02
Amaravati,28-11-2018,80.96,152.44,4.73,89.01,51.18,2.95,1.51,15.71,41.41,0.12,0.26,0.11,215,Poor,440.39
Amaravati,01-12-2018,77.86,159.49,10.69,90.28,56.71,4.66,1.16,14.21,22.45,0.1,0.5,0.13,145,Moderate,438.24
Amaravati,02-12-2018,70.89,125.4,3.58,68.12,39.14,1.79,1.17,13.87,29.82,0.07,0.44,0.12,160,Moderate,354.41
Amaravati,03-12-2018,74.34,129.57,4.54,69.78,40.81,3.38,1.09,14.03,33.95,0.09,0.12,0.1,130,Moderate,371.8
Amaravati,04-12-2018,97.09,143.69,4.09,86.95,49.58,1.52,1.11,13.62,33.03,0.1,0.12,0.12,176,Moderate,431.02
Amaravati,09-12-2018,111.21,170.04,4.42,76.7,44.4,10.99,1.47,10.17,31.17,0.06,0.06,0.1,266,Poor,460.79
Amaravati,10-12-2018,107.24,162.72,5.85,72.27,43.16,13.91,1.14,9.58,28.5,0.09,0.04,0.1,276,Poor,444.6
Amaravati,11-12-2018,89.07,160.83,5.59,72.19,42.93,17.31,1.23,11.7,29.51,0.07,0.05,0.1,218,Poor,430.58
Amaravati,14-12-2018,90.61,164.19,5.37,74.89,44.2,16.85,1.07,17.68,31.59,0.11,0.3,0.15,180,Moderate,447.01
Amaravati,15-12-2018,96.57,174.31,3.33,57.77,33.44,18.28,1.1,23.81,39.75,0.11,0.11,0.1,217,Poor,448.68
Amaravati,21-12-2018,48.88,84.99,6.61,63.12,38.95,19.24,0.94,29.45,23.97,0.06,0.16,0.11,81,Satisfactory,316.48
Amaravati,22-12-2018,55.24,81.9,3.65,55.65,32.57,17.93,1.17,13.62,27.34,0.07,0.15,0.1,89,Satisfactory,289.39
Amaravati,23-12-2018,83.4,121.25,2.86,46.47,27.04,20.01,1,12.32,32.68,0.08,0.21,0.1,136,Moderate,347.42
Amaravati,24-12-2018,93.78,142.65,5.55,67.51,40.43,19.51,1.34,42.75,29.16,0.1,0.21,0.1,199,Moderate,443.09
Amaravati,25-12-2018,92.72,135.61,13.43,77.45,52.11,19.49,1.16,20.19,24.79,0.1,0.22,0.11,221,Poor,437.38
Amaravati,28-12-2018,73.19,127.1,13.43,69.17,47.7,21.66,0.92,25.43,22.5,0.07,0.22,0.1,119,Moderate,401.49
Amaravati,29-12-2018,82.53,145.06,5.44,67.17,40.16,21.34,1.01,28.57,24.03,0.09,0.19,0.13,153,Moderate,415.72
Amaravati,30-12-2018,95.18,154.73,4.57,76.4,44.35,15.29,1.34,33.25,30.68,0.1,0.36,0.15,202,Poor,456.4
Amaravati,31-12-2018,79.29,136.71,4.24,74.24,42.93,15.82,1.1,40.52,28.79,0.09,0.23,0.16,191,Moderate,424.12
Amaravati,01-01-2019,83.17,140.9,6.56,83.38,49.69,15.16,1.09,30.85,24.84,0.1,0.21,0.11,183,Moderate,436.06
Amaravati,02-01-2019,109.97,189.28,13.93,124.57,77.59,10.65,1.38,48.92,30.25,0.11,0.25,0.13,210,Poor,607.03
Amaravati,03-01-2019,139.38,230.27,35.59,140.17,103.49,8.7,1.24,42.26,20.87,0.13,0.58,0.13,304,Very Poor,722.81
Amaravati,04-01-2019,126.47,187.83,9.48,106.1,64.14,9.27,1.43,15.29,26.24,0.12,0.25,0.1,312,Very Poor,546.72
Amaravati,05-01-2019,127.94,196.3,6.73,92.41,54.63,11.1,1.33,15.9,28.51,0.11,0.31,0.1,304,Very Poor,535.37
Amaravati,06-01-2019,126.66,184.73,9.63,94.51,58.1,13.66,1.45,11.75,26.07,0.12,0.22,0.1,306,Very Poor,527
Amaravati,07-01-2019,121.47,215.5,17.24,103.31,68.98,13.63,1.5,16.53,24.55,0.12,0.31,0.1,302,Very Poor,583.24
Amaravati,08-01-2019,118.17,219.63,36.87,121.38,94.54,11.21,1.25,39.68,21.18,0.1,0.25,0.13,298,Poor,664.39
Amaravati,09-01-2019,97.45,225.75,12.68,121.94,75.16,10.39,0.86,66.39,27.23,0.09,0.16,0.18,274,Poor,638.28
Amaravati,10-01-2019,115.23,198.47,14.96,113.39,72.47,7.38,0.78,9.43,20.07,0.11,0.23,0.13,270,Poor,552.65
Amaravati,11-01-2019,121.81,193.4,11.17,100.16,62.36,8.62,0.96,10.56,24.73,0.1,0.15,0.1,302,Very Poor,534.12
Amaravati,12-01-2019,99.69,157.03,5.83,71.61,42.84,15.19,0.5,10.52,24.22,0.08,0.08,0.1,257,Poor,427.69
Amaravati,13-01-2019,92.66,146.49,4.86,57.32,34.44,17.36,0.64,12.33,25.51,0.07,0.18,0.1,212,Poor,391.96
Amaravati,14-01-2019,116.99,172.92,2.91,58.43,33.44,17.38,0.44,12.91,26.84,0.1,0.12,0.1,256,Poor,442.58
Amaravati,15-01-2019,120.33,182.65,5.68,60.37,36.74,17.46,1.02,26.39,21.83,0.08,0.14,0.11,301,Very Poor,472.8
Amaravati,16-01-2019,108.43,159.44,3.49,50.62,29.77,17.97,0.7,6.49,24.73,0.08,0.13,0.1,274,Poor,401.95
Amaravati,17-01-2019,118,174.01,3.46,58.6,33.99,16.97,0.82,13.73,24.69,0.1,0.18,0.1,262,Poor,444.65
Amaravati,18-01-2019,107.94,163.17,5.64,63.17,38.2,18.79,0.8,26.75,21.59,0.08,0.15,0.1,287,Poor,446.38
Amaravati,19-01-2019,108.34,173.27,13.44,61.22,43.49,22.53,0.72,11.71,23.64,0.09,0.13,0.1,262,Poor,458.68
Amaravati,20-01-2019,96.45,159.1,17.23,71.77,52.18,17.22,0.91,16,22.52,0.07,0.11,0.1,242,Poor,453.66
Amaravati,22-01-2019,100.34,165.55,20.01,60.14,48.26,20.43,0.85,13.57,24.82,0.06,0.08,0.1,230,Poor,454.21
Amaravati,24-01-2019,62.74,108.94,6.36,43.14,28.2,20.36,0.87,11.48,20.37,0.04,0.04,0.1,113,Moderate,302.64
Amaravati,28-01-2019,51.67,70.71,5.29,55.79,34.06,17.58,1.28,15.66,20.15,0.06,0.12,0.11,91,Satisfactory,272.48
Amaravati,29-01-2019,54.24,87.78,5.5,56.1,34.39,17.76,0.98,27.99,25.38,0.04,0.05,0.1,96,Satisfactory,310.31
Amaravati,30-01-2019,47.81,99.22,5.98,65.34,39.69,17.61,1.02,26.84,36.53,0.03,0.08,0.15,111,Moderate,340.3
Amaravati,31-01-2019,84.99,137.17,5.14,71.78,42.43,12.16,1.39,15.58,47.94,0.07,0.14,0.1,143,Moderate,418.89
Amaravati,01-02-2019,63.05,111.15,5.4,68.18,40.73,15.31,1.06,13.42,47.46,0.06,0.36,0.11,141,Moderate,366.29
Amaravati,02-02-2019,71.09,128.56,29.13,85.01,68.98,14.32,1.15,10.68,40.2,0.06,0.1,0.1,130,Moderate,449.38
Amaravati,04-02-2019,73.21,129.76,3.04,61.14,35.07,15.38,1.11,16.63,62.74,0.08,0.14,0.1,150,Moderate,398.4
Amaravati,05-02-2019,81.64,146.56,13.08,83.44,55.08,14.61,1.58,12.92,43.18,0.08,0.19,0.1,159,Moderate,452.46
Amaravati,06-02-2019,81.71,142.46,15.23,74.7,49.36,10.83,1.03,18.7,37.16,0.07,0.09,0.1,178,Moderate,431.44
Amaravati,07-02-2019,75.52,125.82,7.69,25.85,20.1,10.97,0.74,12.37,32.23,0.05,0.06,0.1,159,Moderate,311.5
Amaravati,09-02-2019,65.56,128.56,6.38,23.26,17.36,16.81,0.86,16.7,34.16,0.01,0.05,0.14,115,Moderate,309.85
Amaravati,13-02-2019,70.86,142.17,3.01,28.42,17.6,14.9,0.74,10.43,41.96,0.06,0.1,0.1,121,Moderate,330.35
Amaravati,14-02-2019,69.96,130.91,15.49,35.52,31.56,16.42,0.84,9.78,37.99,0.05,0.08,0.11,157,Moderate,348.71
Amaravati,15-02-2019,60.11,101.22,2.29,22.82,13.91,16.94,0.7,6.98,40.95,0.02,0.02,0.1,116,Moderate,266.06
Amaravati,21-02-2019,38.35,95.79,18.66,21.18,26.51,9.69,0.72,8.3,27.25,0,0.04,0.15,96,Satisfactory,246.64
Amaravati,22-02-2019,36.92,106.73,26.53,25.18,35.05,10.43,0.64,14.78,30.4,0,0.04,0.1,96,Satisfactory,286.8
Amaravati,23-02-2019,43.16,149.98,43.76,28.73,50.94,9.94,0.8,9.67,31.72,0.02,0.07,0.11,126,Moderate,368.9
Amaravati,24-02-2019,42.51,121.35,18.77,24.64,28.36,13.1,0.53,14.5,35.13,0.02,0.05,0.12,131,Moderate,299.08
Amaravati,25-02-2019,33.88,80.8,3.59,18.86,13.05,14.69,0.51,13.5,30.89,0,0.01,0.1,95,Satisfactory,209.88
Amaravati,28-02-2019,20.92,49.94,3.23,13.32,9.81,9.1,0.56,15.85,25.36,0,0.01,0.1,60,Satisfactory,148.2
Amaravati,06-03-2019,49.2,116.27,2.37,16.7,10.86,12.82,0.69,15.37,44.06,0.08,0.18,0.16,120,Moderate,268.76
Amaravati,07-03-2019,42.1,87.51,1.68,13.22,8.24,13.14,0.57,11.6,44.93,2.25,4.15,0.74,105,Moderate,230.13
Amaravati,08-03-2019,16.39,53.9,2.15,8.68,6.38,11.34,0.62,10.98,31.2,1.7,4.48,0.42,92,Satisfactory,148.24
Amaravati,09-03-2019,12.88,59.01,2.82,9.92,7.57,11.03,0.69,12.43,29.66,1.38,5.33,0.54,86,Satisfactory,153.26
Amaravati,10-03-2019,10.66,47.74,4.02,8.02,7.5,9.45,0.35,12.07,22.33,1.05,4.23,0.34,56,Satisfactory,127.76
Amaravati,11-03-2019,12.77,50.79,2.6,8.45,6.56,8.86,0.53,14.06,22.67,0.95,3.31,0.29,78,Satisfactory,131.84
Amaravati,12-03-2019,27,90.58,5.03,15.67,12.51,9.74,0.41,13.33,27.15,1.01,6.81,0.67,74,Satisfactory,209.91
Amaravati,13-03-2019,32.79,104.04,4.4,17.4,12.91,11.1,0.4,9.21,31.25,0.86,4.9,0.37,97,Satisfactory,229.63
Amaravati,14-03-2019,39.77,129.33,14.09,24.88,24.78,9.4,0.45,8.16,27.19,1.07,9.76,1.02,107,Moderate,289.9
Amaravati,15-03-2019,43.78,124.06,6.29,19.29,15.47,9.87,0.64,11.35,29.47,1.03,6.87,0.58,130,Moderate,268.7
Amaravati,16-03-2019,40.96,101.35,4.18,14.19,11.01,10.37,0.46,7.42,22.03,1.46,5.11,0.44,110,Moderate,218.98
Amaravati,17-03-2019,40.08,93.9,6.5,14.86,12.92,11.63,0.58,7.89,28.04,1.74,9.37,0.68,98,Satisfactory,228.19
Amaravati,18-03-2019,22.52,69.14,7.47,13.59,13.38,7.71,0.56,10.99,21.12,1.17,4.07,0.33,101,Moderate,172.05
Amaravati,19-03-2019,22.09,53.31,2.18,9.6,6.94,6.44,0.68,9.51,29.78,1.87,3.29,0.26,85,Satisfactory,145.95
Amaravati,20-03-2019,25.39,49.43,2.04,7.75,5.44,7.63,0.7,9.14,32.42,4.88,2.68,2.27,85,Satisfactory,149.77
Amaravati,21-03-2019,21.71,43.12,1.13,6.24,4.23,7.09,0.5,7.63,36.81,1.7,2.82,0.13,60,Satisfactory,133.11
Amaravati,22-03-2019,23.56,53.08,2.86,12.03,8.56,5.6,0.53,10.27,29.46,1.18,3.57,0.28,56,Satisfactory,150.98
Amaravati,23-03-2019,23.68,64.65,9.37,14.63,15.49,5.75,0.53,8.61,29.24,1.4,4.5,0.38,67,Satisfactory,178.23
Amaravati,24-03-2019,17.99,48.09,2.41,8.02,5.87,6.06,0.47,9.11,29.02,1.46,3.2,0.2,79,Satisfactory,131.9
Amaravati,25-03-2019,17.03,46.96,2.89,10.15,7.82,5.53,0.5,13.84,21.8,1.51,3.77,0.25,45,Good,132.05
Amaravati,26-03-2019,20.58,51.83,3.09,9.93,7.87,5.76,0.49,10.38,21.95,1.2,3.07,0.21,53,Satisfactory,136.36
Amaravati,27-03-2019,24,60.54,2.23,10.84,7.69,7.15,0.54,12.07,32.91,1.09,3.83,0.24,69,Satisfactory,163.13
Amaravati,28-03-2019,27.44,70.3,3.41,12.49,9.43,6.62,0.54,12.69,28.07,1.18,3.54,0.3,65,Satisfactory,176.01
Amaravati,29-03-2019,24.11,65.16,2.56,9.81,7.4,6.81,0.45,8.19,30.44,1.08,2.73,0.21,78,Satisfactory,158.95
Amaravati,30-03-2019,28.43,60.07,1.74,9.49,6.53,8.36,0.56,17.06,42.66,1.26,2.14,0.18,83,Satisfactory,178.48
Amaravati,31-03-2019,33,72.26,1.11,9.26,5.64,7.66,0.58,16.56,34.64,0.69,3.43,0.22,64,Satisfactory,185.05
Amaravati,01-04-2019,37.09,70.85,1.55,7.48,4.74,7.56,0.69,12.4,38.42,0.52,3.58,0.15,102,Moderate,185.03
Amaravati,02-04-2019,30.05,62.5,1.54,8.62,5.72,6.27,0.71,14.7,31.67,1.13,2.43,0.22,92,Satisfactory,165.56
Amaravati,03-04-2019,20.75,45.07,1.4,5.59,4.08,6.03,0.48,9.15,25.97,1.09,1.72,0.15,58,Satisfactory,121.48
Amaravati,04-04-2019,13.97,39.04,3.77,7.21,6.99,5.55,0.64,10.24,20.32,1.33,2.13,0.23,76,Satisfactory,111.42
Amaravati,05-04-2019,18.72,50.84,3.12,6.06,5.7,5.8,0.67,13.03,28.03,1.06,2.11,0.15,78,Satisfactory,135.29
Amaravati,06-04-2019,22.07,63.47,2.2,5.25,3.94,6.21,0.62,12.96,40.3,0.51,2.03,0.16,91,Satisfactory,159.72
Amaravati,07-04-2019,19.4,55.83,1.42,7.03,4.48,4.36,0.76,10.88,38.75,0.8,1.6,0.15,124,Moderate,145.46
Amaravati,08-04-2019,13.49,34.05,1.45,4.2,3.38,4.21,0.57,12.69,22.15,0.69,1.25,0.13,75,Satisfactory,98.26
Amaravati,09-04-2019,20.68,38.77,1.56,4.48,3.53,4.22,0.63,10.9,26.79,0.71,1.43,0.12,73,Satisfactory,113.82
Amaravati,10-04-2019,16.52,36.76,1.14,3.14,2.26,4.47,0.61,8.92,39.57,0.67,2.24,0.12,101,Moderate,116.42
Amaravati,11-04-2019,15.91,33.28,0.46,2.04,0.86,3.7,0.4,13.09,33.05,0.63,1.54,0.12,64,Satisfactory,105.08
Amaravati,12-04-2019,17.24,43.11,2.53,5.32,4.04,3.95,0.58,14.02,30.87,0.78,2.17,0.16,80,Satisfactory,124.77
Amaravati,13-04-2019,25.87,89,2.4,9.61,6.54,3.98,0.39,11.84,46.66,0.67,2.74,0.25,85,Satisfactory,199.95
Amaravati,14-04-2019,15.77,50.12,1.12,6.04,4.03,3.86,0.36,14.45,28.78,0.62,1.37,0.14,80,Satisfactory,126.66
Amaravati,15-04-2019,23.75,68.9,1.94,11.38,7.46,3.49,0.64,18.42,19.94,0.33,2.13,0.18,84,Satisfactory,158.56
Amaravati,16-04-2019,25.36,81.59,2.19,20.61,12.25,4.81,0.65,22.54,20.53,0.67,2.07,0.21,79,Satisfactory,193.48
Amaravati,17-04-2019,32.7,91.22,2.19,17.13,10.91,7.6,0.54,15.71,25.28,0.52,2.02,0.18,91,Satisfactory,206
Amaravati,18-04-2019,20.21,57.8,2.65,13.78,9.52,6.54,0.51,10.6,26.51,0.16,3.11,0.14,79,Satisfactory,151.53
Amaravati,19-04-2019,11.55,37.66,3.35,13.27,9.6,7.05,0.59,12.58,26.46,0.19,2.64,0.12,82,Satisfactory,125.06
Amaravati,20-04-2019,9.39,36.94,2.81,12.29,8.89,4.58,0.35,17.07,24.65,0.27,2.25,0.14,45,Good,119.63
Amaravati,21-04-2019,9.77,35.42,1.48,12.59,7.81,3.34,0.32,21.81,28.75,0.01,2.55,0.14,41,Good,123.99
Amaravati,22-04-2019,21.38,75.6,2.29,19.85,11.65,4.32,0.48,23.3,39.42,0.39,2.28,0.23,78,Satisfactory,201.19
Amaravati,23-04-2019,24.68,132.02,8.38,29.05,22.21,3.97,0.58,16.03,23.73,0.41,3.95,0.48,124,Moderate,265.49
Amaravati,24-04-2019,17.58,59.05,2.68,18.08,11.89,4.04,0.48,12.66,27.14,0.25,2.73,0.21,73,Satisfactory,156.79
Amaravati,25-04-2019,28.05,84.5,4.67,18.74,13.85,6.85,0.48,12.78,25.81,0.24,1.43,0.13,71,Satisfactory,197.53
Amaravati,26-04-2019,27.98,79.71,2.79,18.31,12.1,8.01,0.51,8.71,34.54,0.19,1.79,0.13,79,Satisfactory,194.77
Amaravati,27-04-2019,23.32,70.68,1.97,16.88,10.58,5.65,0.66,16.4,34.16,0.38,1.13,0.11,78,Satisfactory,181.92
Amaravati,28-04-2019,15.52,46.14,2.16,15.11,9.79,4.67,0.42,13.67,23.72,0.11,1.33,0.18,57,Satisfactory,132.82
Amaravati,29-04-2019,12.11,40.82,2.1,15.46,9.94,4.07,0.31,12.72,23.43,0.06,1.73,0.13,46,Good,122.88
Amaravati,30-04-2019,19.03,60.71,1.99,19.23,11.85,4.84,0.4,13.57,35.2,0.05,1.84,0.18,58,Satisfactory,168.89
Amaravati,01-05-2019,27.18,93.8,2.87,23.54,14.82,3.53,0.64,26.8,38.05,0.45,2.85,0.27,83,Satisfactory,234.8
Amaravati,02-05-2019,38.9,111.93,1.76,27.29,16.03,3.52,0.98,16.06,56.99,0.57,3.44,0.37,109,Moderate,277.84
Amaravati,03-05-2019,57.73,211.34,3.54,35.92,21.98,5.61,0.78,16.59,58.87,0.7,5.18,0.51,148,Moderate,418.75
Amaravati,04-05-2019,44.49,163.62,1.17,22.32,12.89,7.12,0.53,16.97,67.99,0.35,2.22,0.38,158,Moderate,340.05
Amaravati,05-05-2019,39.76,152.97,1.12,23.24,13.25,6,0.52,15.33,69.15,0.35,1.97,0.18,146,Moderate,323.84
Amaravati,06-05-2019,47.3,136.76,1.53,20.22,12.09,7.92,0.64,22.25,68.43,0.3,2.17,0.15,133,Moderate,319.76
Amaravati,07-05-2019,39.81,138.9,1.14,18.58,10.81,7.81,0.44,13.03,51.98,0.14,1.37,0.12,122,Moderate,284.13
Amaravati,08-05-2019,49.19,155.58,0.95,26.89,13.92,4.26,0.77,25.9,73.55,0.48,4,0.2,126,Moderate,355.69
Amaravati,09-05-2019,40.38,112.93,1.4,24.31,13.78,5.75,0.7,30.4,74.3,0.34,2.48,0.18,131,Moderate,306.95
Amaravati,10-05-2019,44.65,114.79,1.63,19.79,12,7.06,0.63,19.26,54.72,0.34,2.48,0.12,124,Moderate,277.47
Amaravati,11-05-2019,35.5,98.4,1.74,19.29,11.72,6.98,0.59,17.83,49.82,0.33,1.68,0.12,106,Moderate,244
Amaravati,15-05-2019,34.12,88.79,1.7,19.98,12.12,6.69,0.7,24.2,42.21,0.14,1.32,0.11,109,Moderate,232.08
Amaravati,16-05-2019,41.62,95.91,1.93,20.32,12.54,4.91,0.53,21.47,43.36,0.23,2.08,0.12,92,Satisfactory,245.02
Amaravati,17-05-2019,43.1,96.34,2,21.71,13.26,5.96,0.67,24.72,42.13,0.31,1.77,0.16,88,Satisfactory,252.13
Amaravati,18-05-2019,35.3,89.42,0.8,17.33,9.84,4.32,0.47,17.09,44.47,0.06,1.16,0.11,95,Satisfactory,220.37
Amaravati,19-05-2019,40.35,94.6,0.91,18.93,10.8,4.17,0.53,23.95,45.97,0.06,1.32,0.11,93,Satisfactory,241.7
Amaravati,20-05-2019,32.33,78.4,1.83,19.42,11.91,4.01,0.61,21.27,34.54,0.15,1.24,0.11,104,Moderate,205.82
Amaravati,21-05-2019,24.95,74.2,1.86,20.68,12.51,3.36,0.49,16.73,19.84,0.1,1.17,0.14,80,Satisfactory,176.03
Amaravati,23-05-2019,30.42,76.95,1.27,16.96,10.05,3.25,0.72,13.67,30.35,0.21,1.02,0.11,99,Satisfactory,184.98
Amaravati,24-05-2019,36.5,84.57,1.5,17.83,10.77,3.8,0.63,14.71,37.15,0.17,1.46,0.11,99,Satisfactory,209.2
Amaravati,25-05-2019,40.04,98.75,1.7,17.31,10.2,4.07,0.89,18.61,48.85,0.21,1.82,0.11,108,Moderate,242.56
Amaravati,26-05-2019,40.51,99.45,0.71,16.93,9.55,3.35,0.51,14.62,54.63,0.14,1.55,0.14,99,Satisfactory,242.09
Amaravati,27-05-2019,38.88,86.09,1.31,18,10.69,4.51,0.47,13.86,51.56,0.14,1.27,0.11,106,Moderate,226.89
Amaravati,28-05-2019,36.31,77.21,1.47,18.03,10.88,4.47,0.52,17.79,42.23,0.14,1.09,0.11,85,Satisfactory,210.25
Amaravati,29-05-2019,38.7,82.24,1.45,16.29,9.94,4.22,0.48,15.76,42.04,0.14,1.06,0.11,83,Satisfactory,212.43
Amaravati,30-05-2019,33.52,79.78,2.11,26.44,15.85,3.85,0.57,19.96,45.17,0.23,2.96,0.15,83,Satisfactory,230.59
Amaravati,31-05-2019,36.8,75.96,0.97,17.39,10.05,4.06,0.51,14.55,48.97,0.03,1.06,0.12,74,Satisfactory,210.47
Amaravati,01-06-2019,41.89,99.66,1.66,22.98,13.65,4.84,0.77,17.7,39.43,0.16,1.62,0.19,103,Moderate,244.55
Amaravati,02-06-2019,41.47,90.61,0.72,18.25,10.27,4.59,0.5,16.21,54.72,0.05,1.29,0.13,101,Moderate,238.81
Amaravati,03-06-2019,31.52,73.42,1.39,20.17,11.91,4,0.45,18.1,43.53,0.13,1.09,0.13,80,Satisfactory,205.84
Amaravati,04-06-2019,39.73,104.78,1.54,27.54,15.99,3.61,0.95,17.17,42.88,0.17,2.37,0.24,107,Moderate,256.97
Amaravati,05-06-2019,36.24,84.55,0.66,19.93,10.94,4.56,0.46,21.35,54.64,0.06,1.09,0.11,91,Satisfactory,234.59
Amaravati,06-06-2019,24.16,59.22,1.81,26.79,9.83,12.18,0.53,26.62,41.27,0.28,1.46,0.16,78,Satisfactory,204.31
Amaravati,07-06-2019,23.12,57.48,1.52,24.2,13.97,5.86,0.52,23.46,56.71,0.15,1.38,0.12,65,Satisfactory,208.49
Amaravati,08-06-2019,31.95,71.15,2.87,26.2,16.27,7.52,0.58,17.18,55.48,0.03,1.32,0.14,71,Satisfactory,230.69
Amaravati,09-06-2019,26.02,66.47,0.73,20.95,11.65,5.5,0.52,15.99,75.1,0.07,1.06,0.12,90,Satisfactory,224.18
Amaravati,10-06-2019,22.19,63.59,2.62,25.07,15.42,5.06,0.5,18.35,62.52,0.13,1.19,0.18,78,Satisfactory,216.82
Amaravati,11-06-2019,13.91,48.33,3.61,24.16,15.86,4.78,0.37,14.02,44.59,0.08,1.26,0.12,61,Satisfactory,171.09
Amaravati,12-06-2019,11.81,43.2,5,29.99,20.12,4.69,0.34,13.82,41.43,0.09,1.65,0.13,50,Good,172.27
Amaravati,13-06-2019,10.02,31.73,4.88,33.11,21.72,3.35,0.49,17.28,38.1,0.2,2.31,0.1,42,Good,163.29
Amaravati,14-06-2019,9.55,31.71,3.23,24.02,15.47,2.09,0.36,16.48,32.84,0.27,1.13,0.12,38,Good,137.27
Amaravati,15-06-2019,17.42,69.93,1.53,18.88,11.36,3.49,0.38,14.79,38.49,0.08,0.96,0.2,54,Satisfactory,177.51
Amaravati,16-06-2019,19.25,71.73,0.8,18.26,10.36,2.01,0.31,9.68,47.37,0.22,1.39,0.1,75,Satisfactory,181.48
Amaravati,17-06-2019,23.99,66.09,3.71,28.19,18.1,4.94,0.49,14.94,30.27,0.18,3.67,0.18,72,Satisfactory,194.75
Amaravati,18-06-2019,23.62,68.06,7.98,36.52,26.01,2.85,0.46,13.66,30.54,0.27,3.55,0.44,59,Satisfactory,213.96
Amaravati,19-06-2019,21.28,72.04,2.87,27.95,16.23,4.57,0.44,18.83,38.25,0.27,3.08,0.19,77,Satisfactory,206
